Category,Nutrient Data Bank Number,Alpha Carotene,Ash,Beta Carotene,Beta Cryptoxanthin,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Lutein and Zeaxanthin,Lycopene,Manganese,Niacin,Pantothenic Acid,Protein,Refuse Percentage,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid,Major Minerals.Calcium,Major Minerals.Copper,Major Minerals.Iron,Major Minerals.Magnesium,Major Minerals.Phosphorus,Major Minerals.Potassium,Major Minerals.Sodium,Major Minerals.Zinc,Vitamin A - IU,Vitamin A - RAE,Vitamin B12,Vitamin B6,Vitamin C,Vitamin E,Vitamin K
SHARK,15095,0,1.39,0,0,0,51,65,0,130,0,0,0.015,2.938,0.695,20.98,0,70,0.062,36.5,0,0.042,73.58,1.808,1.195,0.925,4.51,34,0.033,0.84,49,210,160,79,0.43,233,70,1.49,0.4,0,1,0.1
SHEEPSHEAD,15097,0,1.09,0,0,0,50,0,0,108,0,0,0.013,1.5,0.75,20.21,0,30,0.04,36.5,0,0.01,77.97,0.728,0.518,0.609,2.41,21,0.031,0.46,32,313,404,71,0.39,100,30,2,0.3,0,0,0
SHERBET,19097,0,0.4,1,5,30.4,1,8,1.299999952,144,7,0,0.011,0.063,0.224,1.1,0,12,0.097,1.5,24.31999969,0.027,66.1,0.53,0.08,1.16,2,54,0.028,0.14,8,40,96,46,0.48,46,12,0.13,0.023,2.3,0.01,0
SHORTENING,4031,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5,26.1,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,43
SHORTENING BREAD,4546,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40.6,22,100,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
SHORTENING CAKE MIX,4548,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2,14.1,27.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,43
SHORTENING CONFECTIONERY,4551,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1,91.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,43
SHORTENING FRYING (HVY DUTY),4550,0,0,0,0,0,100,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,8.8,44.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SHORTENING FRYING (REG),4547,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2,22,15.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,43
SHORTENING FRYING HVY DUTY,4552,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7,33.5,18.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,43
SHORTENING INDUSTRIAL,4549,0,0,0,0,0,56,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7,19.2,35.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHRIMP,15149,0,1.2,0,0,0.91,152,81,0,106,0,0,0.05,2.552,0.276,20.31,0,54,0.034,38,0,0.028,75.86,0.253,0.669,0.328,1.73,52,0.264,2.41,37,205,185,148,1.11,180,54,1.16,0.104,2,1.1,0
SIDE DISHES,21140,0,0.18,0,0,13.53,60,0,0,114,0,0,0.074,0.27,0.37,1.53,0,30,0.11,0.9,0,0.07,78.73,1.69,3.02,1.03,6.03,14,0.079,0.73,8,56,270,328,0.2,100,30,0.12,0.15,1.1,0,0
SILK CHAI,16247,0,0.65,0,0,7.82,0,0,0,53,0,0,0,0,0,2.47,0,0,0.14,0,5.760000229,0,87.62,0,0,0.206,1.44,123,0,0.44,0,0,123,41,0.37,123,0,0.37,0,0,0,0
SILK CHOC,16237,0,0.65,0,0,9.47,0,0,0.800000012,58,0,0,0,0,0,2.06,0,0,0.21,1.7,7.820000172,0,86.39,0,0,0.206,1.44,123,0,0.59,16,0,144,41,0.25,206,0,1.23,0,0,0,0
SILK COFFEE,16249,0,0.65,0,0,10.29,0,0,0,62,0,0,0,0,0,2.06,0,0,0.21,0,9.470000267,0,85.56,0,0,0.206,1.44,123,0,0,0,0,132,41,0.37,123,0,0.37,0,0,0,0
SILK LT CHOC,16240,0,0.64,0,0,9.05,0,0,0.800000012,49,0,0,0,0,0,2.06,0,0,0.21,1.7,7.820000172,0,87.63,0,0,0,0.62,123,0,0.59,16,0,144,41,0.25,206,0,1.23,0,0,0,0
SILK LT PLN,16238,0,0.64,0,0,3.29,0,0,0.400000006,29,0,0,0,0,0,2.47,0,0,0.21,2.3,2.470000029,0,92.77,0,0,0,0.82,123,0,0.44,16,0,123,49,0.25,206,0,1.23,0,0,0,0
SILK LT VANILLA,16239,0,0.64,0,0,4.12,0,0,0.400000006,33,0,0,0,0,0,2.47,0,0,0.21,2.3,2.880000114,0,91.95,0,0,0,0.82,123,0,0.44,16,0,123,39,0.25,206,0,1.23,0,0,0,0
SILK MOCHA,16248,0,0.65,0,0,9.05,0,0,0,58,0,0,0,0,0,2.06,0,0,0.14,0,7.409999847,0,86.8,0,0,0.206,1.44,123,0,0.44,0,0,123,41,0.37,123,0,0.37,0,0,0,0
SILK NOG,16246,0,0.65,0,0,12.3,0,0,0,74,0,0,0,0,0,2.46,0,0,0,0,9.840000153,0,82.96,0,0,0,1.64,16,0,0.3,0,0,123,61,0,0,0,0,0,0,0,0
SILK PLN,16235,0,0.65,0,0,3.29,0,0,0.400000006,41,0,0,0,0,0,2.88,0,0,0.21,2.3,2.470000029,0,91.53,0,0,0.206,1.65,123,0,0.44,16,0,123,49,0.25,206,0,1.23,0,0,0,0
SILK PLUS FIBER,16243,0,0.64,0,0,5.76,0,0,2.099999905,41,0,0,0,0,0,2.47,0,0,0.21,2.3,2.880000114,0,89.69,0,0,0.206,1.44,123,0,0.44,16,0,123,39,0.25,206,0,1.23,0,0,0,0
SILK PLUS FOR BONE HEALTH,16242,0,0.64,0,0,4.53,0,0,0.800000012,41,0,0,0,0,0,2.47,0,0,0.21,2.3,2.880000114,0,90.92,0,0,0.206,1.44,165,0,0.44,16,0,123,39,0.25,206,0,1.23,0,0,0,0
SILK PLUS OMEGA-3 DHA,16241,0,0.64,0,0,3.29,0,0,0.400000006,45,0,0,0,0,0,2.88,0,0,0.21,2.3,2.470000029,0,91.13,0,0,0.206,2.06,144,0,0.44,16,0,144,49,0.25,412,0,1.23,0,0,0,0
SILK UNSWTND,16244,0,0.64,0,0,1.65,0,0,0.400000006,33,0,0,0,0,0,2.88,0,0,0.21,2.3,0.409999996,0,93.18,0,0,0.206,1.65,123,0,0.44,16,0,123,35,0.25,206,0,1.23,0,0,0,0
SILK VANILLA,16236,0,0.65,0,0,4.12,0,0,0.400000006,41,0,0,0,0,0,2.47,0,0,0.21,2.3,2.880000114,0,91.32,0,0,0.206,1.44,123,0,0.44,16,0,123,39,0.25,206,0,1.23,0,0,0,0
SILK VERY VANILLA,16245,0,0.65,0,0,7.82,0,0,0.400000006,53,0,0,0,0,0,2.47,0,0,0.21,2.3,6.579999924,0,87.41,0,0,0.206,1.65,144,0,0.44,16,0,123,58,0.62,412,0,1.23,0,8.6,0,0
SISYMBRIUM SP. SEEDS,12193,0,18.9,0,0,58.26,0,0,0,318,0,0,1.512,16.825,0.997,12.14,0,0,0.423,0,0,0.191,6.1,1.486,2.023,0.902,4.6,1633,0.11,0.11,314,6,2130,92,0.3,63,3,0,0.778,30.7,0,0
SMART ONES,22671,0,1.3,0,0,17.7,13,0,1.299999952,122,0,0,0,0,0,5.3,0,0,0,0,13,0,72.4,0.9,0.5,1.4,3.3,74,0,0.3,0,0,0,285,0,184,0,0,0,1.5,0,0
SMELT,15099,0,1.4,0,0,0,70,65,0,97,0,0,0.7,1.45,0.638,17.63,0,15,0.12,36.5,0,0.01,78.77,0.641,0.885,0.452,2.42,60,0.139,0.9,30,230,290,60,1.65,50,15,3.44,0.15,0,0.5,0.1
SMOKED LINK SAUSAGE,7074,0,3.11,0,0,0.18,61,61,0,307,0,0,0.011,2.807,0.536,11.98,0,0,0.18,18.3,0.939999998,0.212,56.49,11.212,3.626,9.313,28.23,11,0.176,0.59,11,157,483,827,1.31,0,0,0.66,0.179,0,0.25,0
SNACK,19410,0,2.57,0,0,52.02,0,33,3.099999905,559,0,0,0.274,3.24,0.825,4.45,0,0,0.016,2.2,1.139999986,0.115,2.54,7.048,13.594,9.492,38.41,27,0.123,0.82,43,125,751,388,0.48,0,0,0,0.407,8.2,11.4,7.2
SNACKS,19033,0,3.75,0,0,74.77,0,0,3.900000095,424,0,0,0.824,4.352,0.465,8.83,0,0,0.21,9.9,4.849999905,0.342,2.64,2.921,4.473,1.499,10,34,0.146,2.99,41,154,196,1203,1.08,0,0,0,0.092,0,0,0
SNAIL,90560,0,1.3,0,0,2,50,65,0,90,0,0,0,1.4,0,16.1,0,30,0.12,27.4,0,0.01,79.2,0.259,0.252,0.361,1.4,10,0.4,3.5,250,272,382,70,1,100,30,0.5,0.13,0,5,0.1
SNAPPER,15101,0,1.31,0,0,0,37,65,0,100,0,0,0.013,0.284,0.75,20.51,0,30,0.003,38.2,0,0.046,76.87,0.251,0.459,0.285,1.34,32,0.028,0.18,32,198,417,64,0.36,100,30,3,0.4,1.6,0.5,0.1
SOUP,6001,0,2.35,256,0,8.52,4,13,0.400000006,69,326,13,0.3,0.62,0.11,1.82,0,5,0.062,1.9,0.720000029,0.043,84.05,0.75,1.46,0.82,3.26,23,0.1,0.64,3,31,138,661,0.7,441,26,0.04,0.01,2.2,0.49,22
SOUP COMPANY,6370,0,2.71,0,0,7.14,20,0,0.800000012,71,0,0,0,0,0,3.97,0,0,0,0,0.790000021,0,83,0,0,1.19,3.17,16,0,0.57,0,0,0,778,0,595,0,0,0,0,0,0
SOUR CREAM,1178,0,0.9,27,0,7,35,19,0,181,0,0,0,0.07,0,7,0,117,0.24,4.1,0.300000012,0.04,71,4.1,0.5,8.7,14.1,141,0.01,0.06,11,85,211,70,0.27,436,119,0.3,0.02,0.9,0.4,0.7
SOUR CRM,1074,0,0.3,0,0,6.63,0,0,0,208,0,0,0.11,0,0,2.4,0,0,0,2.5,6.630000114,0,71.15,0.588,0.056,17.791,19.52,3,0.058,0.39,6,45,161,102,1.18,0,0,0,0,0,0.74,4.8
SOUR DRSNG,1058,0,0.71,0,0,4.68,5,15,0,178,0,0,0.002,0.074,0.398,3.25,0,3,0.163,2.3,4.679999828,0.038,74.79,1.958,0.468,13.272,16.57,113,0.01,0.03,10,87,162,48,0.37,10,3,0.33,0.017,0.9,1.34,4.1
SOURDOCK,35074,0,0.8,0,0,6.5,0,0,0,42,0,0,0,1.1,0,2.3,0,0,0.54,0,0,0.09,89.7,0,0,0,0.7,2,0,0.8,0,55,0,0,0,11900,0,0,0,68,0,0
SOURSOP,9315,0,0.7,1,0,16.84,0,8,3.299999952,66,0,0,0,0.9,0.253,1,33,0,0.05,0.6,13.53999996,0.07,81.16,0.09,0.069,0.051,0.3,14,0.086,0.6,21,27,278,14,0.1,2,0,0,0.059,20.6,0.08,0.4
SOY FLOUR,16115,0,4.46,72,0,35.19,0,191,9.600000381,436,0,0,2.275,4.32,1.59,34.54,0,0,1.16,7.5,7.5,0.581,5.16,4.561,11.657,2.987,20.65,206,2.92,6.37,429,494,2515,13,3.92,120,6,0,0.461,0,1.95,70
SOY FLR,16116,0,5.86,73,0,33.67,0,0,9.699999809,441,0,0,2.077,3.286,1.209,34.8,0,0,0.941,7.5,7.610000134,0.412,3.81,4.829,12.341,3.162,21.86,188,2.221,5.82,369,476,2041,12,3.58,122,6,0,0.351,0,1.98,71
SOY MEAL,16119,0,5.58,0,0,40.14,0,0,0,339,0,0,3.8,2.587,1.976,44.95,0,0,0.251,3.3,0,0.691,6.94,0.409,1.045,0.268,2.39,244,2,13.7,306,701,2490,3,5.06,40,2,0,0.569,0,0,0
SOY PROT CONC,16121,0,4.7,0,0,30.91,0,0,5.5,331,0,0,4.19,0.716,0.057,58.13,0,0,0.142,0.8,20,0.316,5.8,0.079,0.201,0.052,0.46,363,0.976,10.78,315,839,2202,3,4.4,0,0,0,0.134,0,0,0
SOY PROT ISOLATE,16175,0,4.01,0,0,0,0,0,0,388,0,0,0,0.3,0.2,87.75,0,0,0.1,0,0,0.2,4.42,0.671,1.729,0.871,4,200,1.4,16,40,862,100,1188,4,0,0,0,0,0,0,0
SOY SAU MADE FROM SOY&WHEAT (SHOYU),16424,0,15.15,0,0,8.51,0,33,0.800000012,53,0,0,0.424,3.36,0.32,5.17,0,0,0.13,0.8,1.700000048,0.05,71.09,0.012,0.036,0.01,0.08,17,0.115,2.02,34,110,180,3333,0.37,0,0,0,0.17,0,0,0
SOYBEAN,43299,0,1.6,25,0,6.9,0,62,0,151,0,0,0.889,0.5,0.116,12.5,0,0,0.14,16.8,1.600000024,0,70.9,1.789,4.572,1.172,8.1,188,0.38,5.6,228,222,199,20,1.72,42,2,0,0.07,0,0.6,4.6
SOYBEANS,11450,0,1.7,0,0,11.05,0,0,4.199999809,147,0,0,0.547,1.65,0.147,12.95,47,0,0.175,1.5,0,0.435,67.5,1.284,3.2,0.786,6.8,197,0.128,3.55,65,194,620,15,0.99,180,9,0,0.065,29,0,0
SOYMILK,16120,0,0.65,2,0,6.28,0,24,0.600000024,54,0,0,0.223,0.513,0.373,3.27,0,0,0.069,4.8,3.99000001,0.06,88.05,0.401,0.961,0.205,1.75,25,0.128,0.64,25,52,118,51,0.12,3,0,0,0.077,0,0.11,3
SOYMILK (ALL FLAVORS),16222,0,0.64,0,0,1.74,0,0,0.5,33,0,0,0,0.165,0.082,2.86,0,0,0.207,0,0.409999996,0.154,93.14,0.392,1.009,0.206,1.61,124,0.082,0.46,16,32,120,37,0,207,0,1.11,0.049,0,0,0
SPAGHETTI,20120,0,0.88,0,0,74.67,0,15,3.200000048,371,18,0,0.917,7.177,0.431,13.04,0,0,0.4,63.2,2.670000076,0.891,9.9,0.171,0.564,0.277,1.51,21,0.289,3.3,53,189,223,6,1.41,0,0,0,0.142,0,0.11,0.1
SPAGHETTI W/ MEAT SAU,22401,0,0.88,104,0,15.24,6,12,1.799999952,90,7,3200,0.213,0.177,0.071,5.05,0,0,1.333,11.9,2.599999905,0.122,77.82,0.33,0.32,0.35,1.01,18,0.125,1.25,15,49,144,167,0.51,174,9,0.06,0.07,5.4,0.5,0.7
SPAGHETTIOS,22935,0,1.56,0,0,13.1,8,0,0.800000012,92,0,0,0,1.19,0,3.57,0,0,0.101,0,4.760000229,0.06,79,0,0,0.992,2.78,60,0,1.07,0,0,0,393,0,198,0,0,0,2.4,0,0
SPEARMINT,2065,0,2.03,0,0,8.41,0,0,6.800000191,44,0,0,1.118,0.948,0.25,3.29,59,0,0.175,0,0,0.078,85.55,0.025,0.394,0.191,0.73,199,0.24,11.87,63,60,458,30,1.09,4054,203,0,0.158,13.3,0,0
SPELT,20140,0,1.78,5,0,70.19,0,0,10.69999981,338,169,0,2.983,6.843,1.068,14.57,0,0,0.113,11.7,6.820000172,0.364,11.02,0.445,1.258,0.406,2.43,27,0.511,4.44,136,401,388,8,3.28,10,0,0,0.23,0,0.79,3.6
SPICES,2003,0,14.27,5584,81,60.96,0,55,40.5,251,1150,393,3.167,6.948,0,14.37,0,0,0.316,2.8,1.710000038,0.148,6.43,0.453,2.168,0.24,3.98,2113,1.367,42,422,490,3433,34,5.82,9375,469,0,2.32,61.2,7.48,1714.5
SPINACH,11457,0,1.72,5626,0,3.63,0,18,2.200000048,23,12198,0,0.897,0.724,0.065,2.86,28,0,0.189,1,0.419999987,0.078,91.4,0.01,0.165,0.063,0.39,99,0.13,2.71,79,49,558,79,0.53,9377,469,0,0.195,28.1,2.03,482.9
SPINY LOBSTER,15154,0,1.39,0,0,2.43,70,0,0,112,0,0,0.015,4.245,0.35,20.6,0,5,0.046,46.2,0,0.007,74.07,0.275,0.59,0.237,1.51,49,0.381,1.22,40,238,180,177,5.67,17,5,3.5,0.15,2,0,0
SPLIT PEA SOUP,6192,35,1,313,1,11.83,2,18,1.899999976,71,1286,7,0.2,0.457,0.237,3.85,0,0,0.029,0.3,5.059999943,0.07,82.4,0.37,0.168,0.3,0.92,17,0.11,0.77,14,54,183,166,0.4,552,28,0.01,0.073,0,0.2,36.1
SPLIT PEA W/ HAM SOUP,6193,90,1,201,5,11.4,3,22,1.899999976,68,18,0,0.198,0.695,0.25,4,0,0,0.038,0.3,1.570000052,0.083,82.8,0.282,0.135,0.294,0.7,16,0.1,0.7,14,54,204,196,0.49,415,21,0.03,0.048,1,0.06,2.6
SPORTS DRK,14383,0,0.2,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0.1,0,0,96.8,0,0,0,0,0,0.02,0.05,1,9,10,35,0.02,0,0,0,0,6.3,0,0
SPOT,15103,0,1.06,0,0,0,60,0,0,123,0,0,0.035,7,0.75,18.51,0,30,0.22,36.5,0,0.16,75.95,1.33,1.09,1.45,4.9,14,0.046,0.32,42,186,496,29,0.51,100,30,3,0.4,0,0,0
SQUAB,5160,0,1.4,0,0,0,95,0,0,294,0,0,0.019,6.046,0.76,18.47,23,73,0.224,13.3,0,0.212,56.6,9.72,3.07,8.43,23.8,12,0.437,3.54,22,248,199,54,2.2,243,73,0.4,0.41,5.2,0,0
SQUASH,11467,0,0.58,90,0,4.04,0,0,1.899999976,19,290,0,0.157,0.454,0.102,0.94,1,0,0.043,0.2,0,0.052,94.2,0.018,0.1,0.049,0.24,21,0.102,0.48,21,32,212,2,0.29,150,8,0,0.109,8.4,0,0
SQUID,15175,0,1.41,0,0,3.08,233,65,0,92,0,0,0.035,2.175,0.5,15.58,0,10,0.412,44.8,0,0.02,78.55,0.107,0.524,0.358,1.38,32,1.891,0.68,33,221,246,44,1.53,33,10,1.3,0.056,4.7,1.2,0
SQUIRREL,35075,0,1.5,0,0,0,0,0,0,111,0,0,0,0,0,19.3,0,0,0,0,0,0,75.4,0,0,0,3.8,0,0,4.7,0,175,0,0,0,220,0,0,0,0,0,0
STAGG CLASSIC CHILI W/BNS,22716,0,1.66,0,0,11.83,17,0,3,131,0,0,0,0,0,6.97,0,0,0,0,2.890000105,0,73.24,2.79,0.45,2.71,6.61,37,0.1,1.6,26,0,318,334,1.1,470,0,0,0,1,0,0
STAGG COUNTRY CHILI W/BNS,22717,0,1.71,0,0,11.74,16,0,2.400000095,129,0,0,0,0,0,6.27,0,0,0,0,2.369999886,0,73.75,3.05,0.28,2.77,6.38,23,0.1,1.4,21,0,226,458,1,208,0,0,0,0.7,0,0
STAGG DYNAMITE CHILI W/BNS,22714,0,1.71,0,0,12.44,18,0,3.299999952,135,0,0,0,0,0,7.4,0,0,0,0,2.660000086,0,72.1,2.75,0.37,2.29,6.22,42,0.1,1.8,28,0,315,349,1.1,507,0,0,0,1.2,0,0
STAGG RANCHHOUSE CHILI W/BNS,22715,0,1.76,0,0,12.78,19,0,3.5,115,0,0,0,0,0,7.78,0,0,0,0,2.319999933,0,74.07,1.67,0.8,1.06,3.61,46,0.2,1.7,33,0,351,329,0.8,438,0,0,0,2.1,0,0
STAGG SILVERADO CHILI W/BNS,22718,0,1.73,0,0,13.39,16,0,3.299999952,92,0,0,0,0,0,7.29,0,0,0,0,2.910000086,0,76.57,0.37,0.37,0.39,1.13,36,0.2,1.5,29,0,330,350,1.1,505,0,0,0,2.1,0,0
STEELHEAD TROUT,35180,0,10.58,0,0,0,227,0,0,382,0,0,0.079,0,0,77.27,0,64,0,105,0,0,6.49,1.228,1.739,0.829,8.06,85,0.217,2.96,84,976,1720,2850,1.79,213,64,22.4,0,0,2.41,0
STEW,35048,0,0.8,0,0,6,0,0,0.5,55,0,0,0.09,1.5,0.04,6.6,0,0,0.08,0,0,0.06,86.1,0.01,0.02,0.01,0.5,12,0.02,1.52,6,16,100,222,0.12,1043,0,0,0.03,1,0,0
STEW/SOUP,35024,0,0.7,0,0,4.8,0,0,0.100000001,41,0,0,0.08,0.27,0.1,3.8,0,0,0.01,0,0,0.02,90,0,0.02,0.01,0.7,7,0.03,0.2,5,12,84,72,0.1,1607,0,0,0.06,1.5,0,0
STOUFFER'S CHICK PIE,22527,0,1.54,0,0,22.59,22,0,1.399999976,259,0,0,0,2.4,0,7.17,0,0,0.2,0,3.730000019,0.23,53.2,5.64,2.2,6.29,15.5,51,0,1.02,0,0,164,416,0,358,0,0,0,0.3,0,0
STOUFFER'S CRMD CHIPPED BF,22579,0,1.87,0,0,7.07,25,0,0.400000006,110,0,0,0,0.93,0,7.52,0,0,0.16,0,3.400000095,0.05,77.84,1.54,0.29,3.31,5.71,81,0,0.69,0,0,184,471,0,0,0,0,0,0,0,0
STOUFFER'S HOMESTYLE SALISBURY STEAK IN GRAVY & MAC& CHS,22583,0,0.91,0,0,7.47,14,0,1.5,102,0,0,0,1.37,0,6.36,0,0,0.05,0,1.950000048,0.04,80.09,1.93,0.97,1.8,5.17,17,0,0.74,0,0,190,163,0,71,0,0,0,1.7,0,0
STOUFFER'S LASAGNA W/ MEAT & SAU,22570,0,1.35,0,0,12.57,13,0,1.100000024,116,0,0,0,0.64,0,8.04,0,0,0.05,0,2.200000048,0.06,74.27,1.28,0.23,1.9,3.77,69,0,0.61,0,0,158,312,0,154,0,0,0,0.6,0,0
STOUFFER'S LN CUISINE CHICK & VEG W/ VERMICELLI,22577,0,1.2,0,0,8.91,10,0,1.299999952,78,0,0,0,2.23,0,6.68,0,0,0.08,0,1.5,0.09,81.51,0.6,0.36,0.63,1.7,55,0,0.48,0,0,233,213,0,528,0,0,0,0.9,0,0
STOUFFER'S LN CUISINE HS BF POT RST W/ WHIPPED POTATOES,22578,0,1.62,0,0,8.29,8,0,1.200000048,72,0,0,0,1.19,0,4.98,0,0,0.06,0,1.419999957,0.07,82.96,1.03,0.41,0.54,2.14,28,0,0.62,0,0,351,301,0,371,0,0,0,1.3,0,0
STOUFFER'S LN CUISINE HS STUFF CAB W/ MEAT SAU&WHPED POT,22585,0,1.33,0,0,9.07,5,0,1.5,73,0,0,0,0.96,0,4.03,0,0,0.04,0,2.170000076,0.08,83.28,1.1,0.35,0.64,2.28,33,0,0.56,0,0,272,264,0,42,0,0,0,0.2,0,0
STOUFFER'S LN CUISINE MACARONI & BF IN TOMATO SAU,22576,0,1.25,0,0,13.23,6,0,1.700000048,91,0,0,0,1.16,0,6.07,0,0,0.03,0,3.900000095,0.07,77.9,0.61,0.22,0.59,1.54,30,0,0.63,0,0,273,201,0,96,0,0,0,0.8,0,0
STOUFFER'S LN CUISINE ORIENTAL BF W/ VEG & RICE,22582,0,1.23,0,0,11.05,9,0,1.600000024,74,0,0,0,1.5,0,4.96,0,0,0.04,0,3.099999905,0.07,81.69,0.43,0.12,0.42,1.08,12,0,0.46,0,0,284,210,0,433,0,0,0,2,0,0
STOUFFER'S LN CUISINE SPAGHETTI W/ MEAT SAU,22580,0,0.91,0,0,14.91,4,0,1.399999976,87,0,0,0,1.19,0,4.31,0,0,0.06,0,2.569999933,0.1,78.79,0.4,0.27,0.34,1.08,31,0,0.73,0,0,176,168,0,137,0,0,0,0.9,0,0
STOUFFER'S LN CUISINE SPAGHETTI W/ MEATBALLS & SAU,22572,0,1.09,0,0,12.27,9,0,1.5,93,0,0,0,1.61,0,6.68,0,0,0.06,0,2.430000067,0.09,78.06,0.71,0.29,0.75,1.9,37,0,0.81,0,0,190,211,0,95,0,0,0,1.1,0,0
STOUFFER'S LN CUISINE SWEDISH MEATBALLS W/ PASTE,22573,0,1.19,0,0,12.14,19,0,1,106,0,0,0,1.63,0,8.56,0,0,0.11,0,1.75999999,0.09,75.48,1,0.35,1.08,2.63,44,0,1,0,0,217,238,0,0,0,0,0,0,0,0
STOUFFER'S STUFFED PEPPERS W/ BF IN TOMATO SAU,22569,0,1.1,0,0,8.73,8,0,1.200000048,73,0,0,0,0.64,0,3.72,0,0,0.05,0,2.730000019,0.06,83.88,1.01,0.17,1.01,2.57,17,0,0.68,0,0,158,284,0,90,0,0,0,11.7,0,0
STRAWBERRIES,9316,0,0.4,7,0,7.68,0,6,2,32,26,0,0.386,0.386,0.125,0.67,6,0,0.022,0.4,4.889999866,0.024,90.95,0.043,0.155,0.015,0.3,16,0.048,0.41,13,24,153,1,0.14,12,1,0,0.047,58.8,0.29,2.2
STRAWBERRY-FLAVOR BEV MIX,14350,0,0.2,0,0,99.1,0,0,0,389,0,0,0,0.073,0.001,0.1,0,0,0.11,0.5,95.44999695,0.003,0.4,0,0,0,0.2,4,0,0.44,1,5,6,38,0,0,0,0,0.002,0.3,0,0
STRUDEL,18354,1,0.8,5,3,41.1,6,17,2.200000048,274,42,0,0.19,0.33,0.27,3.3,0,6,0.025,6.1,25.75,0.04,43.5,3.267,5.315,2.044,11.2,15,0.03,0.42,9,33,149,269,0.19,30,6,0.22,0.046,1.7,1.42,2.9
STURGEON,15104,0,1.1,0,0,0,60,65,0,105,0,0,0.025,8.3,0.75,16.14,0,210,0.07,12.6,0,0.07,76.55,1.939,0.69,0.915,4.04,13,0.041,0.7,35,211,284,54,0.42,700,210,2.2,0.2,0,0.5,0.1
SUCCOTASH,11495,0,1.26,0,0,19.59,0,0,3.799999952,99,0,0,0.688,1.587,0.128,5.03,0,0,0.082,0.6,0,0.208,73.1,0.198,0.489,0.19,1.02,18,0.186,1.83,48,113,369,4,0.61,292,15,0,0.13,15.1,0,0
SUCKER,15107,0,1.46,0,0,0,41,0,0,92,0,0,0.6,1.2,0.75,16.76,0,51,0.07,12.6,0,0.01,79.71,0.706,0.807,0.452,2.32,70,0.195,1.3,30,210,380,40,0.75,170,51,2,0.2,0,0,0
SUGAR-APPLES,9321,0,0.78,0,0,23.64,0,0,4.400000095,94,0,0,0,0.883,0.226,2.06,45,0,0.113,0.6,0,0.11,73.23,0.114,0.04,0.048,0.29,24,0.086,0.6,21,32,247,9,0.1,6,0,0,0.2,36.3,0,0
SUGARS,19334,0,0.45,0,0,98.09,0,2,0,380,0,0,0.064,0.11,0.132,0.12,0,0,0,1.2,97.01999664,0,1.34,0,0,0,0,83,0.047,0.71,9,4,133,28,0.03,0,0,0,0.041,0,0,0
SUNFISH,15108,0,1.1,0,0,0,67,0,0,89,0,0,0.7,1.2,0.75,19.4,0,15,0.07,12.6,0,0.08,79.5,0.117,0.246,0.139,0.7,80,0.3,1.2,30,180,350,80,1.55,50,15,2,0.12,1,0,0
SUNFLOWER SD BUTTER,12040,0,3.95,0,0,27.42,0,0,0,579,0,0,2.11,5.32,7.039,19.66,0,0,0.284,0,0,0.324,1.23,9.111,31.52,5.002,47.73,122,1.83,4.75,369,736,72,3,5.29,52,3,0,0.803,2.7,0,0
SUNFLOWER SD FLR,12041,0,7.04,0,0,35.83,0,0,5.199999809,326,0,0,1.975,7.313,6.595,48.06,0,0,0.266,58.2,0,3.187,7.47,0.252,0.87,0.138,1.61,114,1.713,6.62,346,689,67,3,4.95,49,2,0,0.753,1.3,0,0
SUNFLOWER SD KRNLS,12036,0,3.02,30,0,20,0,55,8.600000381,584,0,0,1.95,8.335,1.13,20.78,46,0,0.355,53,2.619999886,1.48,4.73,18.528,23.137,4.455,51.46,78,1.8,5.25,325,660,645,9,5,50,3,0,1.345,1.4,33.23,0
SUPPER BAKES MEAL KITS,22944,0,15.7,0,0,24.8,8,0,0.800000012,147,0,0,0,0,0,4.8,0,0,0,0,2.400000095,0,51.5,0,0,1.2,3.2,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0
